# Image v6	v7	Tigany Eyeball	Chris Eyeball
I049342	1.6393	1.2955	0	3
I049343	1.1031	1.1058	0	3
I061378	0.9675	1.2746	0	3
I061379	1.4455	1.7853	0	3
I061380	0.8305	0.7483	0	3
I061381	0.4403	0.5196	0	2
I061382	0.2854	0.4217	0	2
I061383	0.1519	0.09585	1	2
I061385	0.5547	0.4775	1	1
I061387	0.4195	0.5431	1	1
I061388	0.4969	0.3288	1	0
I061390	1.0651	0.9972	1	3
I061392	0.7135	1.1373	1	3
I061395	1.0743	1.0166	0	3
I061397	0.1958	0.3293	0	2
I061398	0.3513	0.2385	0	2
I061399	0.2244	0.1434	1	2
I061402	1.1404	1.2242	1	3
I061403	1.0313	1.0329	1	3
I061407	1.1735	1.0282	0	3
I061408	1.13	1.0028	0	3
I061412	0.9509	1.0058	0	3
I061416	0.3928	0.3275	0	2
I061419	0.5586	0.6575	0	2
I061421	0.2415	0.3314	1	2
I061428	0.6249	0.7953	1	3
I061430	0.7895	0.9033	1	3
I061434	1.057	0.6087	0	3
I061446	1.406	1.0888	0	3
I061447	1.015	1.0364	0	3
I061448	0.5448	0.6114	0	3
I061450	0.5918	0.7937	0	3
I061451	0.881	0.6787	1	3
I061452	0.5578	0.8982	0	3
I061453	0.6642	0.4934	0	3
I061454	0.5432	0.5965	0	3
I061455	0.7382	0.7771	0	3
I061456	0.847	0.7138	0	3
I061457	0.7016	1.0267	0	3
I061458	0.8151	0.8572	0	3
I061459	0.6529	1.0039	0	3
I061460	0.918	0.9656	0	3
I061462	0.7129	0.914	0	3
I061464	1.6218	1.2374	0	3
I061465	0.6931	1.2288	1	3
I061466	1.3207	1.1197	0	3
I061468	0.6489	0.7859	0	3
I061469	0.698	0.7235	0	3
I061470	0.7622	0.7684	0	3
I061475	1.057	0.8702	0	3
I061476	1.1999	1.1327	0	3
I061477	0.7456	0.9048	0	3
I061480	0.7726	0.9113	0	3
I061483	0.7954	0.9439	0	1
I061488	1.3106	1.3432	0	3
I061491	0.7873	0.7791	0	3
I061493	0.6704	0.6146	0	3
I061495	0.8804	0.7677	0	3
I061498	1.0418	1.2524	0	3
I061499	0.7069	0.7753	0	3
I061500	0.6878	0.7102	0	3
I062422	1.3115	1.0742	0	3
I062423	1.1042	1.0502	1	3
I062424	0.8351	0.8425	0	3
I062425	0.9043	0.8708	0	3
I062426	1.0946	1.0007	0	3
I062427	0.9714	1.3315	0	3
I062433	0.7933	0.7916	0	3
I062434	0.8168	1.0862	0	3
I062435	0.8341	0.942	0	3
I062436	0.8724	0.8713	0	1
I062437	1.2585	1.2506	0	3
I062438	0.9946	0.8303	1	1
I062439	0.8605	0.6976	0	1
I062440	0.7118	0.9376	0	3
I062441	0.5703	0.7172	0	3
I062443	0.9054	0.8365	0	3
I062444	0.8229	1.0451	1	3
I062445	0.7902	1.0571	0	3
I062446	0.6737	0.8977	0	3
I062447	1.1866	0.9107	0	3
I062448	0.7352	0.9075	0	3
I062450	0.8896	0.9823	0	3
I062451	1.0797	1.2201	0	3
I062452	0.8504	1.1502	0	3
I062453	1.2882	0.887	0	3
I062454	0.9979	1.2994	0	3
I062456	1.0095	1.1053	0	3
I062457	0.9286	1.0117	0	3
I062458	0.7919	1.0216	0	3
I062459	0.7831	0.9415	0	3
I062460	1.17	0.8934	0	3
I062461	1.3216	0.8921	0	3
I062462	1.3938	1.2049	0	3
I062464	0.7403	0.9366	0	3
I062465	0.7926	0.8958	0	3
I062466	1.2776	1.0234	0	3
I064165	1.4822	0.9939	0	3
I126225	1.6768	1.7494	0	3
I126228	1.1698	0.9508	0	3
I126232	0.8335	0.8399	0	3
I126667	0.9417	0.8111	0	3
I126668	0.6465	0.9215	0	3
I126669	0.899	0.8699	0	3
I126670	1.3531	1.0701	0	3
I126671	0.7226	0.9827	0	3
I126672	1.0111	0.9811	0	3
I126673	1.1482	1.3097	0	3
I126675	0.8002	0.8096	0	3
I128916	0.7685	0.4985	0	0
I128917	0.3112	0.2979	0	0
I128918	0.394	0.2119	0	0
I128920	2.6331	0.9955	1	3
I128922	0.6491	0.9369	1	3
I128923	1.1911	0.7967	0	3
I150172	0.436	0.4208	0	3
I150175	1.0828	1.1579	0	3
I150176	1.9064	1.0821	0	3
I150178	0.7272	0.9608	0	3
I150181	0.9238	0.5876	0	3
I216746	0.1527	0.2978	0	0
I216747	0.1017	0.3797	0	0
I216748	0.2691	0.3855	1	0
I253968	1.1941	1.1758	1	3
I253970	1.3616	1.4848	1	3
I253972	1.133	1.0372	0	3
I262542	1.3995	1.2492	0	3
I262558	1.0835	1.2157	0	3
I262562	1.2189	0.7505	0	3
I262563	1.0593	0.9469	0	3
I262564	1.0655	0.9875	0	3
I262565	1.0952	1.2302	0	3
I267432	0.9926	1.1867	0	3
I267433	1.062	1.2324	0	3
I267434	1.2538	0.968	0	3
I267435	1.0092	1.4099	0	3
I267436	0.769	0.9634	0	3
I267437	1.2158	0.9703	0	3
I267951	0.8233	1.012	0	3
I267955	0.8694	0.6557	0	3
I267959	0.7615	0.7553	0	3
I285240	1.0454	1.2005	0	3
I285242	1.0146	0.9518	0	3
I285245	1.1001	0.9861	0	3
I306329	0.3317	0.4116	0	0
I306330	0.5906	1.0155	0	0
I306331	0.767	0.26	0	0
I306365	0.9648	1.1708	0	3
I306366	0.9176	1.146	0	3
I306367	1.0682	1.2791	0	3
